version,added,durationms,rate,accsize,durationmin,accsizegb
0,0,1,0,2121,1.66667e-05,1.97534e-06
1,236,52,4,9914909,0.000866667,0.00923398
2,38,114,0,9915176,0.0019,0.00923423
3,38,133,0,9915456,0.00221667,0.00923449
4,37,116,0,9915721,0.00193333,0.00923473
5,83,119,0,9916457,0.00198333,0.00923542
6,52,171,0,9925065,0.00285,0.00924344
7,34,181,0,9925344,0.00301667,0.0092437
8,29,178,0,9930224,0.00296667,0.00924824
9,17,171,0,9930322,0.00285,0.00924833
10,34,146,0,9930538,0.00243333,0.00924853
11,41,189,0,9930845,0.00315,0.00924882
12,17,195,0,9732038,0.00325,0.00906367
13,23,187,0,9943382,0.00311667,0.0092605
14,22,178,0,9943532,0.00296667,0.00926064
15,24,189,0,9943716,0.00315,0.00926081
16,24,203,0,9943944,0.00338333,0.00926102
17,18,200,0,9944047,0.00333333,0.00926112
18,18,187,0,9944170,0.00311667,0.00926123
19,19,173,0,9944305,0.00288333,0.00926136
20,21,190,0,9944441,0.00316667,0.00926148
21,48,182,0,9944899,0.00303333,0.00926191
22,20,221,0,9945015,0.00368333,0.00926202
23,24,210,0,9945171,0.0035,0.00926216
24,30,235,0,9945515,0.00391667,0.00926248
25,27,215,0,9748325,0.00358333,0.00907884
26,21,234,0,9748431,0.0039,0.00907893
27,23,230,0,9748576,0.00383333,0.00907907
28,20,219,0,9954268,0.00365,0.00927063
29,20,224,0,9954391,0.00373333,0.00927075
30,22,226,0,9954491,0.00376667,0.00927084
31,19,243,0,9954576,0.00405,0.00927092
32,16,241,0,9954692,0.00401667,0.00927103
33,24,234,0,9954929,0.0039,0.00927125
34,21,230,0,9955075,0.00383333,0.00927139
35,18,231,0,9955191,0.00385,0.00927149
36,20,225,0,9955281,0.00375,0.00927158
37,19,226,0,9955386,0.00376667,0.00927168
38,24,235,0,9955520,0.00391667,0.0092718
39,22,227,0,9955671,0.00378333,0.00927194
40,19,229,0,9955797,0.00381667,0.00927206
41,20,235,0,9955916,0.00391667,0.00927217
42,16,245,0,9956013,0.00408333,0.00927226
43,26,236,0,9956181,0.00393333,0.00927242
44,226,250,0,9958732,0.00416667,0.00927479
45,284,315,0,9961001,0.00525,0.00927691
46,216,416,0,9963206,0.00693333,0.00927896
47,88,416,0,9963819,0.00693333,0.00927953
48,226,447,0,9965631,0.00745,0.00928122
49,571,563,1,9994276,0.00938333,0.00930789
50,240,685,0,9995762,0.0114167,0.00930928
51,246,708,0,9997538,0.0118,0.00931093
52,171,713,0,9998727,0.0118833,0.00931204
53,68,738,0,9999305,0.0123,0.00931258
54,399,788,0,10001599,0.0131333,0.00931471
55,278,849,0,10003007,0.01415,0.00931603
56,250,881,0,10004202,0.0146833,0.00931714
57,61,913,0,9803788,0.0152167,0.00913049
58,62,904,0,10025717,0.0150667,0.00933718
59,391,944,0,10027929,0.0157333,0.00933924
60,140,991,0,10028619,0.0165167,0.00933988
61,46,991,0,10029026,0.0165167,0.00934026
62,136,1013,0,10029938,0.0168833,0.00934111
63,286,1035,0,10031398,0.01725,0.00934247
64,179,1073,0,10032676,0.0178833,0.00934366
65,337,1100,0,10034365,0.0183333,0.00934523
66,196,1238,0,10035561,0.0206333,0.00934634
67,170,1182,0,10036442,0.0197,0.00934717
68,128,1324,0,10352640,0.0220667,0.00964165
69,358,1244,0,10354167,0.0207333,0.00964307
70,366,1252,0,10355685,0.0208667,0.00964448
71,191,1342,0,10356583,0.0223667,0.00964532
72,148,1351,0,10357368,0.0225167,0.00964605
73,76,1388,0,10358195,0.0231333,0.00964682
74,122,1419,0,10358953,0.02365,0.00964753
75,303,1416,0,10361360,0.0236,0.00964977
76,215,1447,0,10363813,0.0241167,0.00965205
77,73,1450,0,10364340,0.0241667,0.00965254
78,142,1465,0,10365188,0.0244167,0.00965333
79,365,1490,0,10367475,0.0248333,0.00965546
80,156,1559,0,10368306,0.0259833,0.00965624
81,310,1577,0,10369896,0.0262833,0.00965772
82,114,1630,0,10370637,0.0271667,0.00965841
83,225,1644,0,10371827,0.0274,0.00965952
84,339,1695,0,10374747,0.02825,0.00966224
85,450,1763,0,10377124,0.0293833,0.00966445
86,182,1826,0,10379103,0.0304333,0.00966629
87,252,1846,0,10380488,0.0307667,0.00966758
88,209,1901,0,10382165,0.0316833,0.00966914
89,374,1934,0,10384769,0.0322333,0.00967157
90,174,1988,0,10386291,0.0331333,0.00967299
91,195,2023,0,10387564,0.0337167,0.00967417
92,436,2045,0,10865427,0.0340833,0.0101192
93,200,2130,0,10866596,0.0355,0.0101203
94,142,2140,0,10867645,0.0356667,0.0101213
95,95,2143,0,10868582,0.0357167,0.0101222
96,324,2179,0,10870709,0.0363167,0.0101241
97,188,2445,0,10871957,0.04075,0.0101253
98,48,2365,0,10872732,0.0394167,0.010126
99,337,2265,0,10874501,0.03775,0.0101277
100,363,2310,0,10876798,0.0385,0.0101298
101,232,2366,0,10878171,0.0394333,0.0101311
102,220,2408,0,10879682,0.0401333,0.0101325
103,20,2438,0,10880383,0.0406333,0.0101331
104,350,2463,0,11029787,0.04105,0.0102723
105,453,2522,0,11032679,0.0420333,0.010275
106,168,2572,0,11033804,0.0428667,0.010276
107,133,2572,0,11034868,0.0428667,0.010277
108,354,2649,0,11036963,0.04415,0.010279
109,240,2679,0,11751296,0.04465,0.0109442
110,116,2725,0,11752436,0.0454167,0.0109453
111,311,2740,0,11754362,0.0456667,0.0109471
112,193,2792,0,11757381,0.0465333,0.0109499
113,139,2925,0,11758709,0.04875,0.0109512
114,22,2811,0,11759500,0.04685,0.0109519
115,170,2808,0,11760967,0.0468,0.0109533
116,408,2839,0,11763317,0.0473167,0.0109554
117,220,2925,0,11765024,0.04875,0.010957
118,53,3034,0,11766034,0.0505667,0.010958
119,148,2961,0,11767455,0.04935,0.0109593
120,317,3126,0,11769320,0.0521,0.010961
121,233,3055,0,11770887,0.0509167,0.0109625
122,132,3168,0,11772187,0.0528,0.0109637
123,500,3305,0,11774530,0.0550833,0.0109659
124,313,3209,0,11776116,0.0534833,0.0109674
125,239,3189,0,11777665,0.05315,0.0109688
126,34,3217,0,11778663,0.0536167,0.0109697
127,267,3271,0,11879020,0.0545167,0.0110632
128,371,3325,0,11881077,0.0554167,0.0110651
129,128,3320,0,11882330,0.0553333,0.0110663
130,330,3392,0,11884395,0.0565333,0.0110682
131,184,3597,0,12955212,0.05995,0.0120655
132,202,3470,0,12956492,0.0578333,0.0120667
133,67,3434,0,12957547,0.0572333,0.0120677
134,453,3492,0,12960801,0.0582,0.0120707
135,215,3588,0,12962487,0.0598,0.0120723
136,157,3564,0,12963995,0.0594,0.0120737
137,297,3595,0,12966384,0.0599167,0.0120759
138,281,3640,0,12968569,0.0606667,0.0120779
139,346,3710,0,12970918,0.0618333,0.0120801
140,89,3716,0,12972185,0.0619333,0.0120813
141,85,3716,0,12973392,0.0619333,0.0120824
142,383,3765,0,12975562,0.06275,0.0120844
143,260,3867,0,12977962,0.06445,0.0120867
144,128,3887,0,12979499,0.0647833,0.0120881
145,377,3971,0,12981863,0.0661833,0.0120903
146,144,4128,0,12983640,0.0688,0.012092
147,129,4005,0,12985248,0.06675,0.0120935
148,17,4026,0,12986385,0.0671,0.0120945
149,350,4037,0,14590451,0.0672833,0.0135884
150,238,4076,0,14592487,0.0679333,0.0135903
151,168,4118,0,15394282,0.0686333,0.014337
152,75,4029,0,15395712,0.06715,0.0143384
153,196,4292,0,15397485,0.0715333,0.01434
154,456,4330,0,15400011,0.0721667,0.0143424
155,206,4327,0,15401884,0.0721167,0.0143441
156,228,4286,0,15403981,0.0714333,0.0143461
157,228,4361,0,15405567,0.0726833,0.0143476
158,339,4394,0,16034779,0.0732333,0.0149336
159,163,4481,0,16036552,0.0746833,0.0149352
160,145,4720,0,16038271,0.0786667,0.0149368
161,228,4536,0,16040361,0.0756,0.0149388
162,227,4559,0,16042368,0.0759833,0.0149406
163,123,4608,0,16044245,0.0768,0.0149424
164,271,4695,0,16046627,0.07825,0.0149446
165,215,4658,0,16049023,0.0776333,0.0149468
166,135,4717,0,16050755,0.0786167,0.0149484
167,20,4717,0,16052049,0.0786167,0.0149496
168,31,4710,0,16053393,0.0785,0.0149509
169,20,4730,0,16054672,0.0788333,0.0149521
170,70,4758,0,16056144,0.0793,0.0149534
171,32,4771,0,16057477,0.0795167,0.0149547
172,53,4744,0,16058908,0.0790667,0.014956
173,70,4762,0,16060474,0.0793667,0.0149575
174,79,4939,0,16062035,0.0823167,0.0149589
175,198,4806,0,16063672,0.0801,0.0149605
176,94,5108,0,16654878,0.0851333,0.0155111
177,83,4878,0,16656528,0.0813,0.0155126
178,67,4894,0,16658164,0.0815667,0.0155141
179,365,4931,0,16661742,0.0821833,0.0155175
180,93,5188,0,16663333,0.0864667,0.0155189
181,438,5050,0,16669213,0.0841667,0.0155244
182,269,5214,0,16671634,0.0869,0.0155267
183,190,5261,0,16674241,0.0876833,0.0155291
184,120,5210,0,16675930,0.0868333,0.0155307
185,87,5214,0,16677516,0.0869,0.0155321
186,107,5269,0,16679407,0.0878167,0.0155339
187,266,5329,0,16681928,0.0888167,0.0155363
188,429,5390,0,16685766,0.0898333,0.0155398
189,253,5428,0,16688336,0.0904667,0.0155422
190,226,5495,0,16690704,0.0915833,0.0155444
191,174,5537,0,16692649,0.0922833,0.0155462
192,150,5552,0,16694721,0.0925333,0.0155482
193,80,5592,0,16696711,0.0932,0.01555
194,103,5765,0,16698483,0.0960833,0.0155517
195,203,5664,0,16700767,0.0944,0.0155538
196,509,5711,0,16704579,0.0951833,0.0155574
197,245,5796,0,16706951,0.0966,0.0155596
198,240,5888,0,16709167,0.0981333,0.0155616
199,358,6287,0,17565072,0.104783,0.0163587
200,68,5811,0,20463622,0.09685,0.0190582
201,96,6031,0,20465541,0.100517,0.01906
202,53,6104,0,20467248,0.101733,0.0190616
203,128,6074,0,20469386,0.101233,0.0190636
204,267,6163,0,20472216,0.102717,0.0190662
205,619,6181,0,20476299,0.103017,0.01907
206,267,6293,0,20478677,0.104883,0.0190723
207,166,6290,0,20480707,0.104833,0.0190741
208,105,6349,0,20482466,0.105817,0.0190758
209,78,6363,0,20484228,0.10605,0.0190774
210,128,6502,0,20486054,0.108367,0.0190791
211,229,6424,0,20488636,0.107067,0.0190815
212,346,6543,0,20491970,0.10905,0.0190846
213,450,6580,0,20495876,0.109667,0.0190883
214,177,6678,0,20498204,0.1113,0.0190904
215,63,6680,0,20499941,0.111333,0.0190921
216,49,6744,0,20506898,0.1124,0.0190985
217,73,6716,0,20508845,0.111933,0.0191004
218,105,6807,0,20510874,0.11345,0.0191022
219,34,6784,0,20512565,0.113067,0.0191038
220,22,6767,0,20514169,0.112783,0.0191053
221,64,6851,0,20515940,0.114183,0.019107
222,60,7232,0,20517760,0.120533,0.0191087
223,122,6871,0,20519722,0.114517,0.0191105
224,255,7058,0,20522581,0.117633,0.0191131
225,612,6998,0,20533664,0.116633,0.0191235
226,565,7125,0,20537754,0.11875,0.0191273
227,288,7216,0,20540523,0.120267,0.0191299
228,239,7311,0,20542878,0.12185,0.019132
229,208,7325,0,20544858,0.122083,0.0191339
230,186,7375,0,20547132,0.122917,0.019136
231,590,7489,0,20551739,0.124817,0.0191403
