version,added,durationms,rate,accsize,durationmin,accsizegb
00,236,107657,0,274053279,1.79428,0.255232
01,38,106618,0,270030155,1.77697,0.251485
02,38,106410,0,270029948,1.7735,0.251485
03,37,106168,0,270029742,1.76947,0.251485
04,83,105970,0,270029509,1.76617,0.251485
05,52,105871,0,270029085,1.76452,0.251484
06,34,105277,0,270028750,1.75462,0.251484
07,29,105535,0,270028479,1.75892,0.251484
08,17,104927,0,267361250,1.74878,0.249
09,34,104487,0,267361095,1.74145,0.248999
010,41,104669,0,267360858,1.74448,0.248999
011,17,104140,0,267360597,1.73567,0.248999
012,23,103974,0,267360477,1.7329,0.248999
013,22,103792,0,267360320,1.72987,0.248999
014,24,103990,0,267360155,1.73317,0.248999
015,24,103079,0,265082608,1.71798,0.246877
016,18,103027,0,265082436,1.71712,0.246877
017,18,102436,0,265082278,1.70727,0.246877
018,19,102325,0,265082094,1.70542,0.246877
019,21,101977,0,265081891,1.69962,0.246877
020,48,101668,0,265081555,1.69447,0.246876
021,20,101861,0,265081133,1.69768,0.246876
022,24,100998,0,262426763,1.6833,0.244404
023,30,100821,0,262426597,1.68035,0.244404
024,27,100601,0,262426185,1.67668,0.244403
025,21,100298,0,262425982,1.67163,0.244403
026,23,100090,0,262425862,1.66817,0.244403
027,20,98882,0,262425701,1.64803,0.244403
028,20,101427,0,223483580,1.69045,0.208135
029,22,99951,0,260410121,1.66585,0.242526
030,19,99481,0,260409985,1.65802,0.242526
031,16,98884,0,260409865,1.64807,0.242526
032,24,98591,0,260409698,1.64318,0.242525
033,21,98487,0,260409541,1.64145,0.242525
034,18,99020,0,260409376,1.65033,0.242525
035,20,98087,0,258234253,1.63478,0.240499
036,19,98008,0,258234088,1.63347,0.240499
037,24,98004,0,258233904,1.6334,0.240499
038,22,97310,0,258233578,1.62183,0.240499
039,19,97389,0,258233406,1.62315,0.240499
040,20,97187,0,258233238,1.61978,0.240498
041,16,97002,0,258233118,1.6167,0.240498
042,26,96334,0,255701629,1.60557,0.238141
043,226,95908,0,255701475,1.59847,0.238141
044,284,95802,0,255699957,1.5967,0.238139
045,216,95552,0,255698480,1.59253,0.238138
046,88,95067,0,255697409,1.58445,0.238137
047,226,94776,0,255696988,1.5796,0.238136
048,571,95261,0,255695989,1.58768,0.238135
049,240,93952,0,252129491,1.56587,0.234814
050,246,93653,0,252128083,1.56088,0.234813
051,171,93561,0,252126795,1.55935,0.234811
052,68,93067,0,252125894,1.55112,0.234811
053,399,92963,0,252125610,1.54938,0.23481
054,278,92399,0,252123710,1.53998,0.234809
055,250,92762,0,252123078,1.54603,0.234808
056,61,91876,0,249050094,1.53127,0.231946
057,62,91752,0,249049739,1.5292,0.231946
058,391,91329,0,249049523,1.52215,0.231945
059,140,91080,0,249047620,1.518,0.231944
060,46,91120,0,249046956,1.51867,0.231943
061,136,90524,0,249046798,1.50873,0.231943
062,286,91163,0,249046159,1.51938,0.231942
063,179,90071,0,245559369,1.50118,0.228695
064,337,89886,0,245558459,1.4981,0.228694
065,196,89405,0,245557208,1.49008,0.228693
066,170,90618,0,245556207,1.5103,0.228692
067,128,92520,0,245555544,1.542,0.228691
068,358,91420,0,243929785,1.52367,0.227177
069,366,92777,0,243928471,1.54628,0.227176
070,191,90828,0,240732174,1.5138,0.224199
071,148,87315,0,240731440,1.45525,0.224199
072,76,86587,0,240730843,1.44312,0.224198
073,122,86400,0,240730289,1.44,0.224198
074,303,86186,0,240729792,1.43643,0.224197
075,215,85822,0,240728505,1.43037,0.224196
076,73,86438,0,240725731,1.44063,0.224193
077,142,85440,0,237100490,1.424,0.220817
078,365,85219,0,237099951,1.42032,0.220817
079,156,85064,0,237098319,1.41773,0.220815
080,310,84641,0,237097742,1.41068,0.220814
081,114,84230,0,237096505,1.40383,0.220813
082,225,83848,0,237096014,1.39747,0.220813
083,339,83687,0,237095172,1.39478,0.220812
084,450,84157,0,221554540,1.40262,0.206339
085,182,83145,0,233847035,1.38575,0.217787
086,252,82750,0,233845562,1.37917,0.217786
087,209,82654,0,233844445,1.37757,0.217785
088,374,82324,0,233843469,1.37207,0.217784
089,174,81792,0,233842162,1.3632,0.217782
090,195,81670,0,233841427,1.36117,0.217782
091,436,82140,0,233840770,1.369,0.217781
092,200,81062,0,230233998,1.35103,0.214422
093,142,80781,0,230233160,1.34635,0.214421
094,95,80682,0,230232634,1.3447,0.214421
095,324,80300,0,230232234,1.33833,0.21442
096,188,80023,0,230230723,1.33372,0.214419
097,48,79661,0,230230068,1.32768,0.214418
098,337,79163,0,230229843,1.31938,0.214418
099,363,80008,0,201456518,1.33347,0.187621
0100,232,78863,0,226593522,1.31438,0.211032
0101,220,78548,0,226592623,1.30913,0.211031
0102,20,78269,0,226591952,1.30448,0.21103
0103,350,78001,0,226591858,1.30002,0.21103
0104,453,77712,0,226590691,1.2952,0.211029
0105,168,77425,0,226588519,1.29042,0.211027
0106,133,77769,0,226587957,1.29615,0.211026
0107,354,76828,0,223126384,1.28047,0.207803
0108,240,76605,0,223124930,1.27675,0.207801
0109,116,76615,0,223124000,1.27692,0.2078
0110,311,76094,0,223123415,1.26823,0.2078
0111,193,75864,0,223122126,1.2644,0.207799
0112,139,75628,0,223119736,1.26047,0.207796
0113,22,75253,0,223119227,1.25422,0.207796
0114,170,75740,0,223119119,1.26233,0.207796
0115,408,74845,0,219722789,1.24742,0.204633
0116,220,74526,0,219721307,1.2421,0.204631
0117,53,74352,0,219720559,1.2392,0.204631
0118,148,74190,0,219720265,1.2365,0.20463
0119,317,73813,0,219719585,1.23022,0.20463
0120,233,73439,0,219718418,1.22398,0.204629
0121,132,73137,0,219717720,1.21895,0.204628
0122,500,73564,0,194443123,1.22607,0.181089
0123,313,72635,0,216422613,1.21058,0.201559
0124,239,72304,0,216421826,1.20507,0.201559
0125,34,72144,0,216420692,1.2024,0.201557
0126,267,71861,0,216420546,1.19768,0.201557
0127,371,71586,0,216419286,1.1931,0.201556
0128,128,71363,0,216418013,1.18938,0.201555
0129,330,69053,0,216417528,1.15088,0.201555
0130,184,72889,0,192239241,1.21482,0.179037
0131,202,70241,0,210557698,1.17068,0.196097
0132,67,70117,0,210557317,1.16862,0.196097
0133,453,69972,0,210557034,1.1662,0.196097
0134,215,69445,0,210555261,1.15742,0.196095
0135,157,69145,0,210554448,1.15242,0.196094
0136,297,68976,0,210553876,1.1496,0.196094
0137,281,66953,0,210552527,1.11588,0.196092
0138,346,70976,0,187444602,1.18293,0.174571
0139,89,68130,0,204029380,1.1355,0.190017
0140,85,67958,0,204028990,1.13263,0.190017
0141,383,67936,0,204028572,1.13227,0.190016
0142,260,67422,0,204027131,1.1237,0.190015
0143,128,67117,0,204025809,1.11862,0.190014
0144,377,66818,0,204025144,1.11363,0.190013
0145,144,66510,0,204023564,1.1085,0.190012
0146,129,66867,0,181707283,1.11445,0.169228
